id_cliente,genero,regiao,faixa_etaria,renda_mensal,score_bureau,tempo_emprego_meses,y_real,score_modelo_v1,pred_v1,score_modelo_v2,pred_v2,obs_internas
C03186,M,Centro-Oeste,41-60,2494.12,580,95,0,0.271703,0,0.234505,0,
C03187,F,Nordeste,18-25,1926.8,643,0,0,0.244401,0,0.559898,1,
C03188,M,Sudeste,26-40,2758.52,620,97,0,0.446922,0,0.410349,0,
C03189,F,Sudeste,18-25,1478.67,678,32,0,0.343673,0,0.551944,1,
C03190,M,Nordeste,41-60,4083.9,564,115,1,0.631883,1,0.528002,1,
C03191,F,Sul,26-40,3249.59,676,77,0,0.640612,1,0.687663,1,
C03192,M,Sul,41-60,2486.67,477,81,0,0.217916,0,0.221792,0,
C03193,F,Nordeste,60+,7387.19,727,161,1,0.964184,1,0.906427,1,
C03194,M,Sudeste,41-60,2096.34,542,71,0,0.115248,0,0.131324,0,
C03195,F,Sudeste,41-60,5717.05,557,114,0,0.611912,1,0.51744,1,
C03196,F,Sul,26-40,5875.1,750,61,1,0.822577,1,0.889921,1,
C03197,F,Sudeste,26-40,2115.86,680,37,1,0.210301,0,0.362696,0,
C03198,M,Nordeste,26-40,2191.76,665,123,0,0.732563,1,0.610102,1,
C03199,M,Sul,26-40,3183.56,589,45,0,0.385128,0,0.551126,1,
C03200,M,Sudeste,18-25,2810.7,675,0,1,0.259752,0,0.592048,1,
C03201,F,Nordeste,26-40,2670.16,696,89,1,0.725203,1,0.727827,1,
C03202,M,Nordeste,26-40,3908.42,626,74,1,0.547329,1,0.608244,1,
C03203,M,Norte,41-60,2547.39,496,118,0,0.296812,0,0.195393,0,
C03204,F,Sudeste,26-40,1967.29,679,114,0,0.464731,0,0.351826,0,
C03205,M,Nordeste,26-40,3309.21,774,86,1,0.830566,1,0.846756,1,
C03206,F,Nordeste,60+,6568.82,752,205,1,0.991057,1,0.952101,1,
C03207,F,Sudeste,26-40,6367.27,699,33,1,0.526694,1,0.73859,1,
C03208,M,Nordeste,18-25,1644.88,678,0,0,0.275389,0,0.600012,1,
C03209,F,Norte,60+,1643.57,393,172,0,0.109862,0,0.025487,0,
C03210,M,Nordeste,26-40,1913.17,606,52,0,0.398647,0,0.528376,1,
C03211,M,Nordeste,18-25,2352.69,715,16,1,0.212494,0,0.452663,0,
C03212,F,Sul,18-25,1763.67,651,2,1,0.211431,0,0.50437,1,
C03213,F,Sudeste,60+,2502.88,612,189,0,0.678036,1,0.283409,0,
C03214,F,Norte,26-40,4644.21,655,3,0,0.377178,0,0.712101,1,
C03215,M,Sudeste,60+,2546.01,561,186,1,0.828783,1,0.494481,0,
C03216,M,Norte,41-60,3761.12,618,92,0,0.441226,0,0.418402,0,
C03217,F,Norte,41-60,9314.23,751,146,1,0.975256,1,0.948977,1,
C03218,F,Sudeste,60+,6151.66,747,253,1,0.993916,1,0.931334,1,
C03219,F,Sudeste,18-25,2707.7,734,0,1,0.37609,0,0.71912,1,
C03220,F,Sul,60+,2256.59,517,132,0,0.19889,0,0.0981,0,
C03221,M,Nordeste,26-40,4979.84,676,131,1,0.878474,1,0.797486,1,
C03222,M,Nordeste,41-60,3149.71,514,147,0,0.544469,1,0.308641,0,
C03223,F,Sul,18-25,1977.0,689,13,0,0.359904,0,0.648627,1,
C03224,M,Sudeste,41-60,3573.06,553,99,1,0.301399,0,0.253032,0,
C03225,M,Sul,41-60,7249.33,695,200,1,0.980581,1,0.905752,1,
C03226,F,Nordeste,60+,4946.92,654,190,1,0.958213,1,0.828769,1,
C03227,M,Sul,41-60,6875.84,651,158,1,0.917062,1,0.799555,1,
C03228,M,Sudeste,26-40,1944.6,656,51,0,0.434817,0,0.575719,1,
C03229,F,Sudeste,41-60,6649.16,696,125,1,0.794455,1,0.695509,1,
C03230,M,Sudeste,41-60,5162.58,745,217,1,0.989128,1,0.929341,1,
C03231,F,Sudeste,26-40,3701.23,637,60,1,0.649054,1,0.747969,1,
C03232,M,Sudeste,18-25,1000.0,511,0,1,0.033473,0,0.107207,0,
C03233,M,Sudeste,41-60,3759.26,500,121,0,0.273201,0,0.169131,0,
C03234,M,Sudeste,26-40,2594.13,661,118,0,0.704942,1,0.599532,1,
C03235,M,Sul,41-60,11045.97,749,232,1,0.99482,1,0.95915,1,
C03236,F,Sudeste,41-60,2148.79,400,79,0,0.056106,0,0.053623,0,
C03237,F,Nordeste,26-40,1438.29,477,17,0,0.046335,0,0.115539,0,
C03238,M,Sudeste,18-25,1489.74,689,77,1,0.594434,1,0.629455,1,
C03239,F,Norte,41-60,7035.77,737,85,1,0.912534,1,0.9262,1,
C03240,M,Nordeste,26-40,1865.82,481,26,0,0.034227,0,0.074589,0,
C03241,F,Sudeste,60+,3588.99,647,195,1,0.892391,1,0.598214,1,
C03242,M,Sul,26-40,3163.6,664,67,1,0.560971,1,0.647142,1,
C03243,M,Sudeste,18-25,1000.0,530,35,0,0.03792,0,0.070039,0,
C03244,F,Nordeste,41-60,7591.49,667,124,1,0.885847,1,0.830066,1,
C03245,M,Sudeste,26-40,3956.18,636,91,0,0.60507,1,0.601819,1,
C03246,F,Sudeste,26-40,2701.84,545,0,0,0.041472,0,0.137023,0,
C03247,F,Sudeste,41-60,9085.28,577,110,0,0.554284,1,0.474468,0,
C03248,M,Sudeste,18-25,1731.11,924,110,1,0.967739,1,0.959212,1,
C03249,F,Nordeste,26-40,5144.6,704,34,1,0.641869,1,0.822404,1,
C03250,M,Sul,26-40,3238.75,619,47,1,0.396808,0,0.559543,1,
C03251,M,Centro-Oeste,18-25,1490.1,667,41,0,0.178472,0,0.29547,0,
C03252,F,Sudeste,18-25,1344.28,640,0,1,0.166761,0,0.432108,0,
C03253,F,Nordeste,41-60,4598.72,818,190,1,0.990168,1,0.958247,1,
C03254,M,Sudeste,26-40,3728.85,750,87,1,0.869518,1,0.880707,1,
C03255,F,Nordeste,18-25,1865.06,432,0,0,0.015897,0,0.051358,0,
C03256,F,Sudeste,60+,2068.24,679,201,1,0.933224,1,0.698741,1,
C03257,M,Sul,18-25,1110.93,858,86,1,0.808273,1,0.818007,1,
C03258,M,Sudeste,41-60,5484.56,764,141,1,0.939081,1,0.88315,1,
C03259,F,Sudeste,41-60,4928.56,703,107,1,0.926415,1,0.910452,1,
C03260,F,Nordeste,60+,2774.09,473,142,0,0.18967,0,0.080182,0,
C03261,M,Sudeste,41-60,4085.51,626,172,1,0.917276,1,0.751115,1,
C03262,M,Sudeste,18-25,2316.32,730,0,1,0.393548,0,0.730619,1,
C03263,M,Norte,18-25,4104.03,706,45,1,0.682574,1,0.820678,1,
C03264,F,Nordeste,26-40,2315.32,580,24,1,0.203256,0,0.403005,0,
C03265,F,Nordeste,41-60,4489.94,674,202,1,0.950155,1,0.769079,1,
C03266,F,Sudeste,26-40,3140.41,597,24,1,0.370761,0,0.617803,1,
C03267,F,Sudeste,18-25,2122.87,691,32,1,0.488656,0,0.700416,1,
C03268,F,Sul,41-60,9636.44,703,71,1,0.913732,1,0.941481,1,
C03269,F,Sul,26-40,1569.45,626,56,0,0.29076,0,0.392185,0,
C03270,M,Centro-Oeste,41-60,8869.83,772,218,1,0.995501,1,0.971027,1,
C03271,F,Sudeste,26-40,2212.8,691,58,1,0.573794,1,0.686348,1,
C03272,F,Sudeste,60+,1828.99,521,155,0,0.514504,1,0.249897,0,
C03273,M,Nordeste,18-25,1000.0,654,18,1,0.214569,0,0.433566,0,
C03274,F,Sul,26-40,1222.16,486,28,0,0.032882,0,0.067419,0,
C03275,F,Nordeste,41-60,2099.54,567,116,0,0.513193,1,0.389441,0,
C03276,F,Sudeste,26-40,4449.76,612,24,0,0.483857,0,0.727819,1,
C03277,M,Nordeste,60+,5121.15,794,255,1,0.997091,1,0.965243,1,
C03278,M,Sul,26-40,1912.3,657,72,1,0.301424,0,0.34133,0,
C03279,M,Nordeste,26-40,3930.82,641,58,1,0.562786,1,0.68235,1,
C03280,F,Norte,26-40,1697.0,637,38,0,0.307032,0,0.484462,0,
C03281,M,Sudeste,41-60,2232.9,534,97,0,0.320253,0,0.275936,0,
C03282,M,Sudeste,26-40,4196.0,691,110,1,0.90623,1,0.879376,1,
C03283,M,Sudeste,26-40,1931.17,581,88,0,0.3873,0,0.373518,0,
C03284,M,Norte,41-60,4872.03,837,259,1,0.994148,1,0.925942,1,
C03285,F,Sudeste,26-40,2489.57,638,40,1,0.374541,0,0.560294,1,
C03286,F,Norte,18-25,2683.78,752,12,1,0.587359,1,0.834412,1,
C03287,F,Sudeste,41-60,5393.92,609,84,0,0.614938,1,0.641031,1,
C03288,M,Sul,26-40,6673.12,684,66,0,0.786914,1,0.853343,1,
C03289,F,Sudeste,41-60,5855.17,698,146,1,0.952083,1,0.897474,1,
C03290,M,Norte,60+,3165.71,623,185,0,0.773877,1,0.412943,0,
C03291,F,Nordeste,41-60,2887.31,396,80,0,0.028891,0,0.027811,0,
C03292,F,Sudeste,41-60,5019.29,738,144,1,0.972764,1,0.942353,1,
C03293,F,Sudeste,18-25,1173.6,689,41,1,0.388557,0,0.560711,1,
C03294,F,Sul,26-40,3538.35,653,57,1,0.557536,1,0.680436,1,
C03295,M,Sudeste,26-40,4529.06,723,106,1,0.872805,1,0.849499,1,
C03296,F,Sul,41-60,2352.46,479,69,0,0.188771,0,0.222883,0,
C03297,M,Sudeste,26-40,5927.37,865,132,1,0.985113,1,0.975413,1,
C03298,F,Nordeste,26-40,1741.61,501,26,0,0.055039,0,0.12266,0,
C03299,F,Norte,18-25,1141.1,546,0,0,0.026546,0,0.084792,0,
C03300,F,Sudeste,26-40,2166.11,561,88,0,0.157097,0,0.143284,0,
C03301,M,Sudeste,26-40,3412.82,532,15,0,0.077315,0,0.19736,0,
C03302,F,Sudeste,41-60,3792.33,771,166,1,0.971326,1,0.915558,1,
C03303,M,Centro-Oeste,26-40,3409.9,716,82,1,0.774156,1,0.800338,1,
C03304,M,Centro-Oeste,41-60,1607.27,377,99,0,0.021896,0,0.014739,0,
C03305,F,Nordeste,26-40,1685.94,605,45,0,0.097304,0,0.160622,0,
C03306,F,Nordeste,26-40,4709.64,699,34,0,0.513763,1,0.719869,1,
C03307,M,Sudeste,41-60,6457.62,671,112,1,0.860656,1,0.822848,1,
C03308,F,Nordeste,41-60,2176.36,529,83,0,0.189697,0,0.182914,0,
C03309,M,Sudeste,18-25,1898.4,698,0,1,0.309112,0,0.643767,1,
C03310,F,Sudeste,18-25,1492.23,703,14,0,0.440925,0,0.714488,1,
C03311,F,Sul,41-60,2794.58,535,103,1,0.440924,0,0.371911,0,
C03312,F,Nordeste,26-40,2910.04,474,51,0,0.088902,0,0.139945,0,
C03313,F,Sudeste,41-60,6062.4,683,126,0,0.929652,1,0.888407,1,
C03314,M,Sudeste,26-40,2391.34,598,112,1,0.536268,1,0.433845,0,
C03315,F,Sul,41-60,3368.72,662,177,1,0.922293,1,0.749159,1,
C03316,M,Nordeste,26-40,5944.65,615,99,1,0.517029,1,0.475919,0,
C03317,F,Nordeste,41-60,4334.92,693,137,0,0.922619,1,0.854704,1,
C03318,F,Nordeste,26-40,2586.1,570,10,0,0.122748,0,0.317243,0,
C03319,F,Sudeste,41-60,7962.9,653,202,1,0.965088,1,0.827173,1,
C03320,F,Sul,26-40,10726.06,737,76,0,0.914992,1,0.939445,1,
C03321,M,Sudeste,26-40,3271.04,598,29,0,0.36586,0,0.594835,1,
C03322,F,Sudeste,26-40,3136.99,653,24,1,0.509281,1,0.745478,1,
C03323,F,Norte,18-25,1851.77,712,0,1,0.344118,0,0.680462,1,
C03324,M,Norte,41-60,2437.9,688,167,0,0.847144,1,0.616656,1,
C03325,F,Sudeste,41-60,5013.5,626,142,1,0.864032,1,0.73932,1,
C03326,M,Norte,26-40,2866.16,503,77,0,0.320669,0,0.345556,0,
C03327,F,Sudeste,41-60,1687.38,615,187,1,0.796887,1,0.435939,0,
C03328,M,Sudeste,18-25,1768.23,584,8,0,0.074318,0,0.203042,0,
C03329,F,Nordeste,26-40,3051.87,567,25,0,0.070508,0,0.160649,0,
C03330,F,Sudeste,41-60,3248.43,724,92,1,0.789793,1,0.78937,1,
C03331,F,Nordeste,60+,3812.62,674,170,1,0.922328,1,0.772583,1,
C03332,F,Sudeste,41-60,2313.74,553,183,0,0.733042,1,0.364923,0,
C03333,M,Sudeste,26-40,5009.79,601,54,1,0.488218,0,0.629485,1,
C03334,F,Nordeste,26-40,1760.36,394,20,0,0.011151,0,0.026148,0,
C03335,M,Sudeste,26-40,2930.38,521,39,0,0.212131,0,0.357593,0,
C03336,F,Sudeste,18-25,2859.94,768,45,1,0.775636,1,0.880237,1,
C03337,F,Sudeste,26-40,2867.12,672,55,1,0.609297,1,0.729366,1,
C03338,F,Sudeste,26-40,8488.18,872,135,1,0.992109,1,0.986754,1,
C03339,M,Sudeste,26-40,4640.6,616,57,0,0.530228,1,0.657306,1,
C03340,M,Centro-Oeste,41-60,5201.83,617,115,1,0.838486,1,0.780317,1,
C03341,M,Norte,18-25,1051.2,479,7,1,0.023474,0,0.068652,0,
C03342,M,Sul,41-60,2595.34,637,106,0,0.730414,1,0.669873,1,
C03343,M,Sudeste,26-40,2479.88,671,84,0,0.665862,1,0.681949,1,
C03344,F,Sudeste,26-40,3923.4,607,69,0,0.540483,1,0.618313,1,
C03345,M,Sul,18-25,2290.68,620,35,0,0.352515,0,0.552274,1,
C03346,M,Sudeste,18-25,2680.58,693,59,0,0.521419,1,0.628059,1,
C03347,F,Nordeste,26-40,3344.37,578,12,1,0.215766,0,0.476304,0,
C03348,F,Sudeste,26-40,2643.11,650,71,1,0.487238,0,0.555659,1,
C03349,F,Sudeste,18-25,1417.22,557,0,0,0.081546,0,0.245383,0,
C03350,M,Sul,26-40,1762.69,432,67,0,0.032035,0,0.036707,0,
C03351,M,Sudeste,18-25,1000.0,621,24,0,0.157752,0,0.319354,0,
C03352,M,Nordeste,60+,3537.31,537,207,1,0.904977,1,0.583905,1,
C03353,F,Nordeste,26-40,1834.7,613,0,0,0.074461,0,0.227886,0,
C03354,F,Sudeste,41-60,4348.54,573,178,1,0.5627,1,0.228692,0,
C03355,M,Nordeste,41-60,4116.27,596,124,1,0.70812,1,0.582296,1,
C03356,M,Nordeste,26-40,2594.98,601,80,1,0.273976,0,0.285102,0,
C03357,F,Nordeste,41-60,14553.73,821,171,1,0.989268,1,0.969282,1,
C03358,M,Sudeste,26-40,4665.76,582,20,0,0.434674,0,0.698023,1,
C03359,F,Sudeste,60+,1047.56,367,154,0,0.052493,0,0.014588,0,
C03360,F,Nordeste,18-25,1826.79,593,0,0,0.106744,0,0.313205,0,
C03361,M,Sudeste,60+,3679.76,635,214,0,0.948009,1,0.717183,1,
C03362,M,Sudeste,41-60,6255.56,611,176,1,0.844213,1,0.575874,1,
C03363,M,Centro-Oeste,60+,1739.61,479,153,0,0.300957,0,0.119831,0,
C03364,M,Sudeste,41-60,5102.86,570,143,1,0.81662,1,0.655691,1,
C03365,F,Nordeste,18-25,1468.82,511,28,0,0.053172,0,0.114459,0,
C03366,M,Nordeste,18-25,1899.12,550,0,1,0.104245,0,0.303649,0,
C03367,F,Sul,26-40,2042.97,658,21,0,0.329214,0,0.583534,1,
C03368,M,Sudeste,41-60,5729.19,580,135,0,0.801689,1,0.665942,1,
C03369,M,Nordeste,41-60,2765.87,549,145,1,0.37317,0,0.180101,0,
C03370,F,Nordeste,60+,2678.43,705,222,0,0.972202,1,0.811809,1,
C03371,F,Sul,41-60,3914.72,784,169,1,0.979033,1,0.935007,1,
C03372,F,Sudeste,26-40,2840.76,770,41,1,0.739267,1,0.865335,1,
C03373,M,Sudeste,26-40,3798.75,763,102,1,0.90066,1,0.88867,1,
C03374,F,Sudeste,41-60,4627.2,614,134,1,0.807447,1,0.677084,1,
C03375,M,Norte,18-25,2454.36,632,27,1,0.445418,0,0.676544,1,
C03376,M,Sul,26-40,3410.79,555,81,0,0.285776,0,0.304632,0,
C03377,M,Sudeste,26-40,2175.25,581,23,0,0.080338,0,0.181845,0,
C03378,M,Sudeste,41-60,4357.69,559,147,1,0.798482,1,0.609232,1,
C03379,M,Nordeste,41-60,3733.67,629,163,1,0.860688,1,0.658348,1,
C03380,M,Sudeste,18-25,3146.01,798,62,1,0.820568,1,0.883754,1,
C03381,F,Sudeste,26-40,2974.01,530,0,1,0.039974,0,0.132669,0,
C03382,M,Sul,60+,2377.19,689,214,1,0.960481,1,0.769581,1,
C03383,F,Nordeste,41-60,5592.14,482,47,0,0.315997,0,0.466427,0,
C03384,F,Nordeste,60+,3249.5,622,240,0,0.97198,1,0.75827,1,
C03385,F,Norte,60+,1986.17,595,113,0,0.525072,1,0.414535,0,
C03386,F,Centro-Oeste,26-40,5487.03,600,21,1,0.203718,0,0.436681,0,
C03387,M,Nordeste,18-25,1000.0,385,9,0,0.013154,0,0.036223,0,
C03388,M,Centro-Oeste,18-25,1015.74,534,0,0,0.036043,0,0.116103,0,
C03389,F,Sudeste,26-40,2737.66,496,0,1,0.064463,0,0.206105,0,
C03390,F,Nordeste,60+,6917.19,752,216,1,0.982544,1,0.894939,1,
C03391,M,Sul,41-60,3455.34,677,182,1,0.947857,1,0.81015,1,
C03392,M,Nordeste,26-40,3481.87,622,55,0,0.361206,0,0.479769,0,
C03393,F,Sudeste,41-60,5687.03,641,39,0,0.533692,1,0.717462,1,
C03394,F,Sudeste,26-40,5999.63,763,86,1,0.901837,1,0.915718,1,
C03395,M,Norte,26-40,1404.2,589,46,1,0.150097,0,0.231409,0,
C03396,F,Norte,41-60,5821.26,493,118,0,0.306997,0,0.206835,0,
C03397,M,Sudeste,26-40,2541.44,593,20,0,0.130244,0,0.289621,0,
C03398,M,Sul,41-60,5988.05,707,153,1,0.94942,1,0.881642,1,
C03399,F,Centro-Oeste,26-40,2241.64,805,81,0,0.851731,1,0.873027,1,
C03400,M,Sudeste,60+,3651.09,629,215,1,0.947903,1,0.712748,1,
C03401,F,Norte,26-40,5711.84,706,90,1,0.86149,1,0.869735,1,
C03402,M,Centro-Oeste,26-40,4954.63,519,77,0,0.23495,0,0.257103,0,
C03403,F,Norte,41-60,9527.88,753,150,1,0.970909,1,0.936813,1,
C03404,F,Sudeste,41-60,3549.58,534,95,1,0.185522,0,0.158693,0,
C03405,M,Norte,41-60,7369.47,732,148,1,0.979071,1,0.953999,1,
C03406,M,Sudeste,60+,3318.23,723,218,0,0.981108,1,0.875342,1,
C03407,M,Nordeste,18-25,2678.1,661,52,1,0.516227,1,0.65653,1,
C03408,M,Sudeste,41-60,2957.07,637,217,1,0.9198,1,0.586759,1,
C03409,M,Sudeste,41-60,4803.29,712,160,1,0.946213,1,0.85994,1,
C03410,M,Sul,18-25,1392.35,618,34,1,0.168721,0,0.308566,0,
C03411,M,Sudeste,26-40,5781.39,640,28,1,0.390784,0,0.640716,1,
C03412,F,Sudeste,18-25,2643.94,669,16,1,0.334798,0,0.615535,1,
C03413,F,Nordeste,26-40,7401.03,693,89,1,0.831038,1,0.845076,1,
C03414,F,Sudeste,26-40,3864.01,618,60,0,0.569208,1,0.678258,1,
C03415,F,Nordeste,26-40,3260.25,614,31,1,0.153715,0,0.300343,0,
C03416,F,Nordeste,18-25,1749.35,609,0,1,0.088725,0,0.271739,0,
C03417,F,Sudeste,41-60,6775.56,637,165,1,0.856875,1,0.645768,1,
C03418,M,Nordeste,18-25,3034.16,678,70,1,0.315845,0,0.376178,0,
C03419,F,Sudeste,26-40,3301.15,533,0,0,0.085147,0,0.266533,0,
C03420,M,Nordeste,26-40,3688.27,491,79,1,0.281499,0,0.301516,0,
C03421,F,Sudeste,26-40,3791.42,621,45,1,0.350584,0,0.522127,1,
C03422,M,Nordeste,41-60,2713.2,660,163,1,0.848261,1,0.632496,1,
C03423,F,Sudeste,41-60,4383.22,504,63,0,0.205052,0,0.272499,0,
C03424,M,Nordeste,18-25,2104.34,559,11,0,0.09109,0,0.242277,0,
C03425,F,Nordeste,41-60,2740.91,556,111,0,0.316794,0,0.227372,0,
C03426,M,Sudeste,18-25,2460.53,921,91,1,0.953198,1,0.956984,1,
C03427,F,Sudeste,41-60,3874.06,582,150,0,0.844937,1,0.671759,1,
C03428,M,Sul,26-40,3299.87,749,114,1,0.902391,1,0.868354,1,
C03429,M,Sudeste,41-60,2665.29,523,111,0,0.280444,0,0.195258,0,
C03430,M,Sudeste,18-25,2920.07,726,45,1,0.610952,1,0.766049,1,
C03431,M,Sudeste,26-40,3802.21,585,92,0,0.57089,1,0.5564,1,
C03432,M,Nordeste,18-25,2745.21,807,61,1,0.864029,1,0.914166,1,
C03433,M,Centro-Oeste,26-40,2774.14,608,72,0,0.462524,0,0.522884,1,
C03434,M,Centro-Oeste,18-25,1333.8,476,0,0,0.022318,0,0.073903,0,
C03435,F,Sudeste,26-40,2362.49,522,27,1,0.152267,0,0.305963,0,
C03436,F,Nordeste,60+,2287.0,701,194,0,0.952237,1,0.79049,1,
C03437,F,Sudeste,41-60,4147.09,663,125,1,0.846532,1,0.763578,1,
C03438,M,Sul,26-40,9030.06,838,152,1,0.992761,1,0.983955,1,
C03439,M,Sudeste,41-60,4976.3,474,103,0,0.319415,0,0.264624,0,
C03440,F,Sudeste,41-60,6397.58,719,145,1,0.971462,1,0.939481,1,
C03441,M,Nordeste,41-60,4979.47,595,161,1,0.891309,1,0.727013,1,
C03442,M,Nordeste,18-25,1000.0,562,26,0,0.120526,0,0.244006,0,
C03443,F,Sudeste,60+,2278.69,527,195,0,0.784808,1,0.383366,0,
C03444,M,Sudeste,41-60,2016.6,543,141,1,0.595547,1,0.370962,0,
C03445,F,Nordeste,41-60,5781.9,723,116,1,0.902413,1,0.869017,1,
C03446,F,Sudeste,18-25,1000.0,546,0,0,0.01178,0,0.03848,0,
C03447,F,Sudeste,26-40,4113.95,474,25,0,0.105574,0,0.234769,0,
C03448,M,Sudeste,26-40,10111.62,776,104,1,0.967029,1,0.964915,1,
C03449,F,Centro-Oeste,26-40,4467.38,639,78,1,0.729556,1,0.768094,1,
C03450,F,Nordeste,41-60,1776.05,563,113,0,0.467691,0,0.354035,0,
C03451,M,Nordeste,41-60,4252.55,520,134,1,0.470117,0,0.285346,0,
C03452,M,Norte,26-40,2729.98,623,85,1,0.279315,0,0.277634,0,
C03453,M,Norte,18-25,1227.2,563,0,0,0.059351,0,0.1862,0,
C03454,M,Sudeste,26-40,2088.19,519,60,1,0.163372,0,0.218938,0,
C03455,F,Nordeste,60+,3844.65,577,145,1,0.737199,1,0.532034,1,
C03456,M,Sudeste,41-60,5194.41,642,180,1,0.921312,1,0.743028,1,
C03457,F,Nordeste,18-25,2945.45,775,12,1,0.734135,1,0.908871,1,
C03458,F,Sudeste,60+,2069.7,464,144,0,0.172603,0,0.068008,0,
C03459,M,Nordeste,26-40,3383.38,706,54,1,0.672216,1,0.788068,1,
C03460,M,Centro-Oeste,60+,2791.41,526,178,1,0.633753,1,0.282263,0,
C03461,M,Sul,60+,5884.66,739,207,1,0.973725,1,0.857652,1,
C03462,M,Sudeste,18-25,1140.99,601,52,1,0.153013,0,0.225217,0,
C03463,F,Sudeste,26-40,5542.16,627,47,0,0.496731,0,0.667623,1,
C03464,F,Nordeste,18-25,1901.0,686,4,0,0.366206,0,0.685259,1,
C03465,F,Sudeste,18-25,1000.0,431,0,1,0.011692,0,0.037893,0,
C03466,M,Sudeste,26-40,2580.04,626,80,1,0.479059,0,0.508401,1,
C03467,F,Sul,26-40,2367.71,626,52,0,0.440496,0,0.578088,1,
C03468,F,Sudeste,41-60,5721.33,680,184,1,0.970845,1,0.888101,1,
C03469,M,Nordeste,26-40,2258.4,585,109,1,0.524134,1,0.430691,0,
C03470,F,Sul,41-60,5573.55,631,157,1,0.901382,1,0.764933,1,
C03471,F,Nordeste,18-25,2956.64,682,0,1,0.319168,0,0.66155,1,
C03472,M,Sudeste,26-40,1472.32,514,0,0,0.025417,0,0.081897,0,
C03473,M,Nordeste,60+,2893.08,585,221,1,0.871976,1,0.447108,0,
C03474,F,Sudeste,60+,2562.39,636,206,1,0.888678,1,0.537287,1,
C03475,M,Sudeste,26-40,4876.63,768,115,1,0.932134,1,0.909808,1,
C03476,M,Sul,41-60,4637.17,582,156,0,0.71294,1,0.462916,0,
C03477,F,Nordeste,18-25,1000.0,449,0,0,0.015689,0,0.050831,0,
C03478,F,Sudeste,26-40,3660.92,569,6,1,0.147434,0,0.386889,0,
C03479,M,Sudeste,26-40,3790.3,644,85,1,0.615008,1,0.634195,1,
C03480,F,Sudeste,26-40,1988.57,535,5,0,0.089807,0,0.253908,0,
C03481,M,Sudeste,41-60,4799.18,645,187,0,0.895805,1,0.642495,1,
C03482,M,Nordeste,18-25,1000.0,536,10,0,0.078741,0,0.203879,0,
C03483,F,Sul,41-60,4888.86,782,128,1,0.963263,1,0.940415,1,
C03484,M,Nordeste,26-40,6777.45,712,82,1,0.870367,1,0.892882,1,
C03485,F,Centro-Oeste,41-60,4414.04,700,194,1,0.968493,1,0.860516,1,
C03486,F,Sudeste,41-60,4801.51,628,121,1,0.746397,1,0.646376,1,
C03487,M,Sudeste,26-40,1023.3,598,97,0,0.321745,0,0.269798,0,
C03488,F,Nordeste,41-60,5692.07,569,149,1,0.803068,1,0.615436,1,
C03489,M,Nordeste,41-60,1254.69,519,146,0,0.379479,0,0.176379,0,
C03490,F,Centro-Oeste,41-60,4004.09,681,183,1,0.943632,1,0.797061,1,
C03491,M,Sudeste,26-40,2280.53,569,55,1,0.211194,0,0.300779,0,
C03492,M,Sul,60+,1582.97,338,153,0,0.058028,0,0.016817,0,
C03493,M,Nordeste,26-40,2459.02,598,84,0,0.401435,0,0.397931,0,
C03494,F,Sudeste,26-40,1391.67,336,0,1,0.006527,0,0.021023,0,
C03495,M,Nordeste,26-40,3418.25,681,39,0,0.393525,0,0.583916,1,
C03496,F,Sul,41-60,7105.08,632,143,1,0.928636,1,0.855417,1,
C03497,F,Sudeste,41-60,7704.69,568,108,1,0.734665,1,0.68147,1,
C03498,M,Nordeste,26-40,3527.78,734,84,1,0.80849,1,0.828802,1,
C03499,M,Sudeste,60+,1849.16,593,208,0,0.861884,1,0.467595,0,
C03500,M,Sul,18-25,2019.02,682,17,0,0.141945,0,0.326166,0,
C03501,F,Sudeste,41-60,17389.92,718,171,1,0.982047,1,0.947528,1,
C03502,M,Sudeste,26-40,4070.6,631,73,0,0.527578,1,0.594487,1,
C03503,M,Sudeste,41-60,3592.92,566,146,0,0.577611,1,0.339005,0,
C03504,F,Norte,26-40,2944.4,658,37,0,0.487524,0,0.685271,1,
C03505,F,Sudeste,18-25,1278.43,626,19,0,0.08965,0,0.206592,0,
C03506,F,Sudeste,26-40,1809.26,563,30,0,0.11098,0,0.225528,0,
C03507,F,Sudeste,41-60,4154.38,608,98,1,0.557139,1,0.523748,1,
C03508,M,Centro-Oeste,41-60,3884.78,676,174,1,0.810707,1,0.52308,1,
C03509,M,Sudeste,41-60,1959.63,622,130,0,0.660304,1,0.49043,0,
C03510,F,Nordeste,26-40,3097.81,558,77,1,0.492823,0,0.529535,1,
C03511,F,Sudeste,41-60,3860.69,732,125,1,0.927193,1,0.884696,1,
C03512,M,Nordeste,26-40,2602.47,560,78,1,0.195153,0,0.205801,0,
C03513,M,Nordeste,60+,3927.57,627,213,1,0.884477,1,0.50761,1,
C03514,F,Nordeste,18-25,4349.22,799,27,1,0.772909,1,0.910377,1,
C03515,F,Nordeste,60+,5565.38,727,131,1,0.939073,1,0.896944,1,
C03516,F,Nordeste,26-40,3636.12,688,63,1,0.646067,1,0.741043,1,
C03517,M,Sudeste,26-40,2404.83,638,27,1,0.190016,0,0.379527,0,
C03518,F,Sudeste,26-40,1100.02,585,60,0,0.178559,0,0.233459,0,
C03519,M,Nordeste,60+,2430.49,624,227,1,0.954977,1,0.696879,1,
